Folio Emetrix,REGIÓN,CIUDAD,ESTADO,GRUPO,CADENA,VOLT,Longitud,Latitud,Volt (burbuja),Folio más cercano,Distancia mín (km),Volt tienda cercana,Volt vs cercana,periodo
1924504,NORTE,GUADALAJARA,JALISCO,SUPER MERCADOS DE ZAPOPAN,SUPER MERCADOS DE ZAPOPAN,246,-103.3687884,20.63027975,246,154588,0.305874687,307.5,-61.5,13/07/2026-18/07/2026
1924505,NORTE,GUADALAJARA,JALISCO,SUPER MERCADOS DE ZAPOPAN,SUPER MERCADOS DE ZAPOPAN,246,-103.3631499,20.62149,246,1924504,1.139990564,246,0,13/07/2026-18/07/2026
3032642,CENTRO,IZTAPALAPA,MEXICO,ZORRO CENTRAL C47,ZORRO ABARROTERO,230,-99.0925404,19.3588629,230,2422865,0,230.4,-0.4,13/07/2026-18/07/2026
5648779,CENTRO,TLALPAN,MEXICO,ZORRO CARR CUERNAVACA,ZORRO ABARROTERO,230,-99.1669733,19.2880603,230,6656778,0,230,0,13/07/2026-18/07/2026
7224371,CENTRO,GUSTAVO A MADERO,MEXICO,ZORRO CENTENARIO,ZORRO ABARROTERO,237.6,-99.1133606,19.4827949,237.6,4100177,0,229.5,8.1,13/07/2026-18/07/2026
6853232,CENTRO,CHICOLOAPAN,ESTADO DE MEXICO,ZORRO CHICOLOAPAN,ZORRO ABARROTERO,225,-98.9014367,19.4162929,225,1930233,1.854979539,258,-33,13/07/2026-18/07/2026
6308144,CENTRO,CHALCO,ESTADO DE MEXICO,ZORRO CHALCO,ZORRO ABARROTERO,230,-98.8188838,19.2382585,230,1971635,0,230,0,13/07/2026-18/07/2026
5242245,CENTRO,CUAUTITLAN,ESTADO DE MEXICO,ZORRO CUAUTITLAN,ZORRO ABARROTERO,235,-99.1666257,19.7055182,235,153721,7.908439843,285,-50,13/07/2026-18/07/2026
6272480,CENTRO,ECATEPEC,ESTADO DE MEXICO,ZORRO ECATEPEC 2,ZORRO ABARROTERO,242.3,-99.0487281,19.5994083,242.3,1923729,3.427051919,277.5,-35.2,13/07/2026-18/07/2026
1107480,CENTRO,IGUALA,GUERRERO,ZORRO IGUALA,ZORRO ABARROTERO,210,-99.5376944,18.3466358,210,154300,62.05016497,262.2,-52.2,13/07/2026-18/07/2026
4917325,CENTRO,JIUTEPEC,MORELOS,ZORRO JIUTEPEC,ZORRO ABARROTERO,230,-99.1701224,18.8863894,230,1923852,3.151757637,262.35,-32.35,13/07/2026-18/07/2026
5057152,CENTRO,OZUMBA,ESTADO DE MEXICO,ZORRO OZUMBA,ZORRO ABARROTERO,231,-98.7951311,19.0159932,231,154198,21.75235611,229.5,1.5,13/07/2026-18/07/2026
3048741,CENTRO,IZTACALCO,MEXICO,ZORRO PANTITLAN,ZORRO ABARROTERO,223.2,-99.097453,19.3957447,223.2,3996983,1.712018843,220,3.2,13/07/2026-18/07/2026
6656778,CENTRO,TLALPAN,MEXICO,ZORRO PICACHO,ZORRO ABARROTERO,230,-99.1669733,19.2880603,230,5648779,0,230,0,13/07/2026-18/07/2026
1344541,CENTRO,NAUCALPAN,ESTADO DE MEXICO,ZORRO PRIMAVERA,ZORRO ABARROTERO,285,-99.2327986,19.4788356,285,1669754,2.373698064,225,60,13/07/2026-18/07/2026
7753484,CENTRO,TLAHUAC,MEXICO,ZORRO TLAHUAC,ZORRO ABARROTERO,229.5,-99.0047499,19.2703914,229.5,2325890,5.594415751,234.9,-5.4,13/07/2026-18/07/2026
1405819,CENTRO,TLALNEPANTLA,ESTADO DE MEXICO,ZORRO TLANEPANTLA,ZORRO ABARROTERO,240,-99.1955083,19.5370001,240,1923345,1.042458781,225,15,13/07/2026-18/07/2026
6089287,CENTRO,TOLUCA,ESTADO DE MEXICO,ZORRO TOLUCA 2,ZORRO ABARROTERO,234.5,-99.6569007,19.292545,234.5,1923659,0.464906631,234.45,0.05,13/07/2026-18/07/2026
5012253,CENTRO,NEZAHUALCOYOTL,ESTADO DE MEXICO,ZORRO VICENTE VILLADA,ZORRO ABARROTERO,230,-99.0352121,19.4325047,230,3048741,4.147201423,223.2,6.8,13/07/2026-18/07/2026
9327936,CENTRO,LEON,GUANAJUATO,ZORRO LEON,ZORRO ABARROTERO,231.8,-101.6829766,21.121965,231.8,8005713,0.595825139,223,8.8,13/07/2026-18/07/2026
3720523,CENTRO,QUERETARO,QUERETARO,ZORRO QUERETARO,ZORRO ABARROTERO,238,-100.3917424,20.5922997,238,1948411,0.919430565,253.2,-15.2,13/07/2026-18/07/2026
1669754,CENTRO,AZCAPOTZALCO,MEXICO,ZORRO LAS ARMAS,ZORRO ABARROTERO,225,-99.1843937,19.4838908,225,8549258,0,225,0,13/07/2026-18/07/2026
2422865,CENTRO,IZTAPALAPA,MEXICO,ZORRO ERMITA 2,ZORRO ABARROTERO,230.4,-99.0925404,19.3588629,230.4,3032642,0,230,0.4,13/07/2026-18/07/2026
2145235,CENTRO,TULTITLAN,ESTADO DE MEXICO,ZORRO TULTITLAN,ZORRO ABARROTERO,218,-99.1592775,19.6169912,218,3907995,1.425851742,236,-18,13/07/2026-18/07/2026
5005429,CENTRO,IXTAPALUCA,ESTADO DE MEXICO,ZORRO IXTAPALUCA,ZORRO ABARROTERO,234.5,-98.8082745,19.32929,234.5,3818642,0,230,4.5,13/07/2026-18/07/2026
1971635,CENTRO,CHALCO,ESTADO DE MEXICO,ZORRO PASEO CHALCO,ZORRO ABARROTERO,230,-98.8188838,19.2382585,230,6308144,0,230,0,13/07/2026-18/07/2026
9925060,CENTRO,CUAUTLA,MORELOS,ZORRO CUAUTLA,ZORRO ABARROTERO,217.5,-98.9736172,18.8150158,217.5,2811066,2.199314233,229.5,-12,13/07/2026-18/07/2026
8549258,CENTRO,AZCAPOTZALCO,MEXICO,ZORRO ROSARIO,ZORRO ABARROTERO,225,-99.1843937,19.4838908,225,1669754,0,225,0,13/07/2026-18/07/2026
4100177,CENTRO,GUSTAVO A MADERO,MEXICO,ZORRO VICTORIA ORIENTE,ZORRO ABARROTERO,229.5,-99.1133606,19.4827949,229.5,7224371,0,237.6,-8.1,13/07/2026-18/07/2026
3818642,CENTRO,IXTAPALUCA,ESTADO DE MEXICO,ZORRO LOS HEROES IXTAPALUCA,ZORRO ABARROTERO,230,-98.8082745,19.32929,230,5005429,0,234.5,-4.5,13/07/2026-18/07/2026
8390086,CENTRO,PROGRESO DE OBREGON,HIDALGO,ZORRO PROGRESO,ZORRO ABARROTERO,238.5,-99.180891,20.3044803,238.5,5242245,66.61822315,235,3.5,13/07/2026-18/07/2026
2793347,CENTRO,SAN MARTIN TEXMELUCAN ,PUEBLA,ZORRO SAN MARTIN TEXMELUCAN,ZORRO ABARROTERO,222,-98.424878,19.2659835,222,1948466,19.93480849,238.5,-16.5,13/07/2026-18/07/2026
1049540,CENTRO,TULANCINGO,HIDALGO,ZORRO TULANCINGO,ZORRO ABARROTERO,223.5,-98.3635381,20.0839585,223.5,9860090,0,223.5,0,13/07/2026-18/07/2026
2465763,CENTRO,MORELIA,MICHOACAN,ZORRO CEDA MORELIA,ZORRO ABARROTERO,238.5,-101.2623797,19.6546004,238.5,1923388,3.391519262,238.5,0,13/07/2026-18/07/2026
8707738,CENTRO,VENUSTIANO CARRANZA,MEXICO,ZORRO CONGRESO,ZORRO ABARROTERO,229.5,-99.1135482,19.4191658,229.5,3048741,3.103514756,223.2,6.3,13/07/2026-18/07/2026
9860090,CENTRO,TULANCINGO,HIDALGO,ZORRO TULANCINGO,ZORRO ABARROTERO,223.5,-98.3635381,20.0839585,223.5,1049540,0,223.5,0,13/07/2026-18/07/2026
5351348,NORTE,SAN JUAN DE LOS LAGOS,JALISCO,ZORRO SAN JUAN DE LOS LAGOS,ZORRO ABARROTERO,240,-102.2813711,21.2543127,240,9327936,58.75198086,231.8,8.2,13/07/2026-18/07/2026
6059939,CENTRO,GUANAJUATO,GUANAJUATO,ZORRO GUANAJUATO,ZORRO ABARROTERO,256.2,-101.25284,21.0158848,256.2,1923585,41.78013963,238.5,17.7,13/07/2026-18/07/2026
4821546,NO TRADICIONAL,CUAUTITLAN,ESTADO DE MEXICO,GRUPO ZORRO ABARROTERO,ZORRO ABARROTERO,232.17,-99.219689,19.611131,232.17,1923745,5.632911275,237,-4.83,13/07/2026-18/07/2026
4773470,CENTRO,CDMX,MEXICO,CEDIS VDM,CEDIS VDM,240,0,0,240,154883,0,244.5,-4.5,13/07/2026-18/07/2026
6879782,NO TRADICIONAL,APAN,HIDALGO,CERVECERIA MODELO DE MEXICO,CERVECERIA MODELO DE MEXICO,230,98.544619,19.698666,230,154883,10901.67956,244.5,-14.5,13/07/2026-18/07/2026
4476566,CENTRO,ACAPULCO DE JUAREZ,GUERRERO,ABARROTERA DEL DUERO,ABARROTERA DEL DUERO,237.6,-99.812129,16.842778,237.6,5529082,6.744873495,235,2.6,13/07/2026-18/07/2026
6300266,CENTRO,MORELIA,MICHOACAN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,225,-101.166589,19.712611,225,1923401,0.091806157,233.55,-8.55,13/07/2026-18/07/2026
5984102,SUR,CHIAPA DE CORZO,CHIAPAS,CEDIS TUXTLA,CEDIS TUXTLA,236,0,0,236,154883,0,244.5,-8.5,13/07/2026-18/07/2026
8420652,CENTRO,PUEBLA,PUEBLA,RAMIREZ LOPEZ ANDRES,RAMIREZ LOPEZ ANDRES,225,0,0,225,154883,0,244.5,-19.5,13/07/2026-18/07/2026
5529082,CENTRO,ACAPULCO DE JUAREZ,GUERRERO,IMPULSORA SAHUAYO,IMPULSORA SAHUAYO,235,-99.845247,16.894498,235,4476566,6.744873495,237.6,-2.6,13/07/2026-18/07/2026
3893758,CENTRO,CORTAZAR,GUANAJUATO,DESARROLLO COMERCIAL ABARROTERO,DESARROLLO COMERCIAL ABARROTERO,235,-100.958059,20.500011,235,9842320,0.036262363,238.5,-3.5,13/07/2026-18/07/2026
1561280,CENTRO,PENJAMO,GUANAJUATO,PROMOTORA Y COMERCIALIZADORA ALONDRA,PROMOTORA Y COMERCIALIZADORA ALONDRA,225,-102.015529,20.346891,225,5739111,1.831678848,230,-5,13/07/2026-18/07/2026
5739111,CENTRO,LA PIEDAD,MICHOACAN,AMEZCUA SANCHEZ OSCAR RODRIGO,AMEZCUA SANCHEZ OSCAR RODRIGO,230,-102.026281,20.359919,230,1561280,1.831678848,225,5,13/07/2026-18/07/2026
4123060,NO TRADICIONAL,ABASOLO,GUANAJUATO,PRODUCTOS DE CONSUMO Z,PRODUCTOS DE CONSUMO Z,226.5,-101.510198,20.463207,226.5,1923585,26.47447875,238.5,-12,13/07/2026-18/07/2026
6508982,SUR,COAPILLA,CHIAPAS,ENBE,ENBE,220,-93.159646,17.1388,220,1923455,30.2878747,270,-50,13/07/2026-18/07/2026
3473684,NORTE,BACHINIVA,CHIHUAHUA,LA ECONOMICA DE ABASTOS,LA ECONOMICA DE ABASTOS,230,-106.483906,31.725831,230,1923964,1.425141512,259.8,-29.8,13/07/2026-18/07/2026
1012083,SUR,COMITAN DE DOMINGUEZ,CHIAPAS,ABARROTES SAN LUIS,ABARROTES SAN LUIS,230.4,-92.134999,16.236849,230.4,1923462,0.112527564,260.4,-30,13/07/2026-18/07/2026
1269182,CENTRO,IZTAPALAPA,MEXICO,TIENDAS DE DESCUENTO DE LA CENTRAL,TIENDAS DE DESCUENTO DE LA CENTRAL,223.95,-99.090619,19.375213,223.95,1923295,0.029021801,229.95,-6,13/07/2026-18/07/2026
9840403,NORTE,BOCOYNA,CHIHUAHUA,FRUTERIA Y ABARROTES JALY,FRUTERIA Y ABARROTES JALY,240,-107.637272,27.747616,240,1930211,181.8832,246.45,-6.45,13/07/2026-18/07/2026
4553476,NORTE,APODACA,NUEVO LEON,CEDIS MTY,CEDIS MTY,236,0,0,236,154883,0,244.5,-8.5,13/07/2026-18/07/2026
1760725,NO TRADICIONAL,BENITO JUAREZ,QUINTANA ROO,MAS BODEGA Y LOGISTICA,MAS BODEGA Y LOGISTICA,235,-86.863903,21.047678,235,1157426,320.1605482,269.85,-34.85,13/07/2026-18/07/2026
9336842,CENTRO,SAN ANTONIO LA ISLA,MEXICO,SERVICIO COMERCIAL GARIS,SERVICIO COMERCIAL GARIS,235,-99.576715,19.157291,235,1923650,0.075176858,255,-20,13/07/2026-18/07/2026
9842320,CENTRO,CORTAZAR,GUANAJUATO,BASICOS EN ALIMENTOS,BASICOS EN ALIMENTOS,238.5,-100.957711,20.500001,238.5,3893758,0.036262363,235,3.5,13/07/2026-18/07/2026
1157426,SUR,CHETUMAL,QUINTANA ROO,DISTRIBUIDORA BRISA DEL CARIBE,DISTRIBUIDORA BRISA DEL CARIBE,269.85,-88.289421,18.499912,269.85,1760725,320.1605482,235,34.85,13/07/2026-18/07/2026
9230499,NORTE,ENSENADA,BAJA CALIFORNIA,DISTRIBUCIONES REMBAO,DISTRIBUCIONES REMBAO,215.85,-116.59181,31.786829,215.85,1930191,77.83769507,246,-30.15,13/07/2026-18/07/2026
2957657,CENTRO,MORELIA,MICHOACAN,BEDOLLA GUZMAN MA SOCORRO,BEDOLLA GUZMAN MA SOCORRO,238.5,-101.167512,19.71737,238.5,1923405,0.064370849,233.55,4.95,13/07/2026-18/07/2026
6017376,CENTRO,TEHUACAN,PUEBLA,ABARROTES EL GALLO DE TEHUACAN,ABARROTES EL GALLO DE TEHUACAN,220.05,-97.387715,18.461386,220.05,1923820,0.034789779,220.05,0,13/07/2026-18/07/2026
4579812,CENTRO,PUEBLA,PUEBLA,SOTO JACOME ALMA GUADALUPE,SOTO JACOME ALMA GUADALUPE,215,-98.192397,19.091821,215,1923549,0.326691529,238.5,-23.5,13/07/2026-18/07/2026
6303974,CENTRO,APIZACO,TLAXCALA,DISTRIBUIDOR DE REFRESCOS GERADO PEREZ,DISTRIBUIDOR DE REFRESCOS GERADO PEREZ,215,-98.145941,19.412945,215,1948464,1.149497324,238.5,-23.5,13/07/2026-18/07/2026
3032894,CENTRO,YURIRIA,GUANAJUATO,ABARROTERA CERANO,ABARROTERA CERANO,225,-101.398911,20.099621,225,1923887,0.058551278,239.4,-14.4,13/07/2026-18/07/2026
2116955,CENTRO,TEHUACAN,PUEBLA,ABARROTES CADENA,ABARROTES CADENA,228,-97.434809,18.512861,228,154317,4.673065379,247.5,-19.5,13/07/2026-18/07/2026
2325890,CENTRO,CHALCO,MEXICO,GRUPO MAYORISTA SUPER TIENDAZZ,GRUPO MAYORISTA SUPER TIENDAZZ,234.9,-98.952151,19.278521,234.9,6308144,1.458929809,230,4.9,13/07/2026-18/07/2026
8005713,CENTRO,LEON,GUANAJUATO,DISTRIBUIDORAS Y SUCURSALES EL PATRON,DISTRIBUIDORAS Y SUCURSALES EL PATRON,223,-101.678945,21.125782,223,9327936,0.595825139,231.8,-8.8,13/07/2026-18/07/2026
2755577,CENTRO,PUEBLA,PUEBLA,CEDIS PUEBLA,CEDIS PUEBLA,240,0,0,240,154883,0,244.5,-4.5,13/07/2026-18/07/2026
7863616,CENTRO,CUAUTLA,MORELOS,ABARROTERA SAN ANTONIO,ABARROTERA SAN ANTONIO,231,-98.932289,18.869551,231,1923362,0.02401398,270,-39,13/07/2026-18/07/2026
9179846,NO TRADICIONAL,CENTRO,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,246,-92.903096,18.038035,246,1923524,1.11175369,329.55,-83.55,13/07/2026-18/07/2026
2564652,CENTRO,TEHUACAN,PUEBLA,ABARROTERA HIDALGO DE TEHUACAN,ABARROTERA HIDALGO DE TEHUACAN,220.05,-97.380069,18.457741,220.05,1923817,0.034717842,220.05,0,13/07/2026-18/07/2026
1765286,CENTRO,ECATEPEC DE MORELOS,MEXICO,DEPOSITO DE ABARROTES LA MIXTECA,DEPOSITO DE ABARROTES LA MIXTECA,231.5,-99.008669,19.613771,231.5,1923270,0.516521399,233.55,-2.05,13/07/2026-18/07/2026
9805149,CENTRO,CHICOLOAPAN DE JUAREZ,MEXICO,BODEGAS ZENA,BODEGAS ZENA,229.95,-98.919357,19.418816,229.95,1923313,0.064684542,300,-70.05,13/07/2026-18/07/2026
1484323,CENTRO,BENITO JUAREZ,MEXICO,CORPORATIVO COMERCIAL LOS ANICETOS,CORPORATIVO COMERCIAL LOS ANICETOS,229.95,-99.160811,19.370151,229.95,1924135,7.001861146,229.95,0,13/07/2026-18/07/2026
7641916,CENTRO,CHALCO,MEXICO,ADMINISTRADORA Y COMERCIALIZADORA CONASUPER,ADMINISTRADORA Y COMERCIALIZADORA CONASUPER,220,-98.888847,19.253038,220,1923701,2.217824513,227.85,-7.85,13/07/2026-18/07/2026
7875349,CENTRO,CHALCO,MEXICO,ABARROTES CASA VARGAS,ABARROTES CASA VARGAS,220,-98.94729,19.25553,220,6308144,2.491003599,230,-10,13/07/2026-18/07/2026
3907995,NO TRADICIONAL,TULTITLAN,MEXICO,SCORPION DISTRIBUIDOR MAYORISTA,SCORPION DISTRIBUIDOR MAYORISTA,236,-99.152629,19.628181,236,2145235,1.425851742,218,18,13/07/2026-18/07/2026
9019585,CENTRO,COACALCO DE BERRIOZABAL,MEXICO,TIENDA ABARROTERA AMIGA,TIENDA ABARROTERA AMIGA,234.5,-99.082776,19.648135,234.5,1923728,2.41684536,277.5,-43,13/07/2026-18/07/2026
1973603,CENTRO,IZTAPALAPA,MEXICO,CREMERIA Y SALCHICHONERIA LA HOLANDESA,CREMERIA Y SALCHICHONERIA LA HOLANDESA,216,-99.094124,19.375689,216,1923301,0.007397636,232.95,-16.95,13/07/2026-18/07/2026
3996983,CENTRO,IZTAPALAPA,MEXICO,DISTRIBUIDORA COMERCIAL CONASUPER,DISTRIBUIDORA COMERCIAL CONASUPER,220,-99.08948,19.38231,220,1924269,0.269347691,230.1,-10.1,13/07/2026-18/07/2026
2811066,CENTRO,CUAUTLA,MORELOS,ABARROTERA FUENTES,ABARROTERA FUENTES,229.5,-98.952722,18.815116,229.5,1923360,0.016952492,229.5,0,13/07/2026-18/07/2026
9925061,CENTRO,ESTADO DE MEXICO,ESTADO DE MEXICO,CEDIS REYES,CEDIS REYES,240,-98.9970321,19.6543324,240,1923648,3.947974119,277.5,-37.5,13/07/2026-18/07/2026
9925062,NORTE,NUEVO LEON,MONTERREY,CEDIS SAN NICOLAS,CEDIS SAN NICOLAS,236,-100.296032,25.6461931,236,1924097,2.622367994,307.5,-71.5,13/07/2026-18/07/2026
9925063,CENTRO,PUEBLA,PUEBLA,CEDIS PUEBLA,CEDIS PUEBLA,240,-98.14862615,19.07479592,240,1923552,4.227329083,285,-45,13/07/2026-18/07/2026
9925064,SUR,TUXTLA GUTIERREZ,CHIAPAS,CEDIS TUXTLA,CEDIS TUXTLA,236,-93.115959,16.753801,236,154025,1.485135025,300,-64,13/07/2026-18/07/2026
153688,SUR,OAXACA,OAXACA,CEDA,CEDA,271.5,-96.73356631,17.0561434,271.5,1924131,0.069122475,297.6,-26.1,20/07/2026-25/07/2026
153691,NORTE,JUÁREZ,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,307.5,-100.1558432,25.6269004,307.5,153692,1.76548247,307.5,0,20/07/2026-25/07/2026
153692,NORTE,JUÁREZ,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,307.5,-100.1729423,25.62310598,307.5,1923691,1.37391656,358.5,-51,20/07/2026-25/07/2026
153696,NORTE,MONTERREY,NUEVO LEON,CEDA,CEDA,250.8,-100.3799007,25.7744587,250.8,153698,0.347582023,285,-34.2,20/07/2026-25/07/2026
153697,NORTE,MONTERREY,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,268.2,-100.38,25.73695,268.2,153696,4.170789001,250.8,17.4,20/07/2026-25/07/2026
153698,NORTE,MONTERREY,NUEVO LEON,HERMANOS PAEZ,HERMANOS PAEZ,300,-100.382747,25.776248,300,153696,0.347582023,250.8,49.2,20/07/2026-25/07/2026
153699,NORTE,MONTERREY,NUEVO LEON,CEDA,CEDA,300,-100.337834,25.723393,300,153697,4.48470806,268.2,31.8,20/07/2026-25/07/2026
153720,CENTRO,TULTITLAN,EDO MEX,CEDA,CEDA,300,-99.136095,19.638342,300,1923335,0.187889094,240,60,20/07/2026-25/07/2026
153721,CENTRO,TULTITLAN,EDO MEX,CEDA,CEDA,285,-99.137844,19.639762,285,1923336,0.037859053,270,15,20/07/2026-25/07/2026
153784,SUR,SAN FERNANDO,CHIAPAS,SUPER ABARROTES CASTILLEJOS CENTRO,SUPER ABARROTES CASTILLEJOS CENTRO,270,-93.1936275,16.8473938,270,1923455,2.891712597,270,0,20/07/2026-25/07/2026
153809,CENTRO,TLALNEPANTLA,EDO MEX,DISTRIBUIDORA DIMO,DISTRIBUIDORA DIMO,217.95,-99.1896202,19.5488454,217.95,1923340,0.033302638,219.9,-1.95,20/07/2026-25/07/2026
153810,CENTRO,TLALNEPANTLA,EDO MEX,SUPER TIENDAZZ,SUPER TIENDAZZ,232.95,-99.1888006,19.5448451,232.95,1923345,0.078342078,225,7.95,20/07/2026-25/07/2026
153860,SUR,SAN CRISTOBAL,CHIAPAS,ABARROTES EL TIGRE,ABARROTES EL TIGRE,255,-92.63758892,16.71869128,255,1923469,0.090567876,255,0,20/07/2026-25/07/2026
153861,SUR,ARRIAGA,CHIAPAS,FLORES VAZQUEZ REGULO,FLORES VAZQUEZ REGULO,264,-93.8996736,16.234296,264,1923998,0.034290103,255.15,8.85,20/07/2026-25/07/2026
153863,SUR,PALENQUE,CHIAPAS,ENBE SA DE CV,ENBE SA DE CV,228.9,-91.96358171,17.44446521,228.9,1923482,0.124252591,244.95,-16.05,20/07/2026-25/07/2026
153869,CENTRO,TEPEACA,PUEBLA,ROJAS GARCIA VICTOR HUGO,ROJAS GARCIA VICTOR HUGO,270,-97.903831,18.942721,270,153870,2.109250472,270,0,20/07/2026-25/07/2026
153870,CENTRO,TEPEACA,PUEBLA,ROJAS GARCIA VICTOR HUGO,ROJAS GARCIA VICTOR HUGO,270,-97.901848,18.961597,270,153869,2.109250472,270,0,20/07/2026-25/07/2026
153884,SUR,CORDOBA,VERACRUZ,DACSA DEL MERCADO,DACSA DEL MERCADO,235.5,-96.9268267,18.8877056,235.5,1923774,0.743093609,235.5,0,20/07/2026-25/07/2026
153885,SUR,CORDOBA,VERACRUZ,DACSA DEL MERCADO,DACSA DEL MERCADO,235.5,-96.9295472,18.8956324,235.5,1923495,0.040770198,214.95,20.55,20/07/2026-25/07/2026
153888,SUR,COATZACOALCOS,VERACRUZ,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,334.5,-94.4563207,18.1246915,334.5,1923785,2.173064936,331.5,3,20/07/2026-25/07/2026
153897,SUR,TONALÁ,CHIAPAS,DAMIANES,DAMIANES,257.25,-93.7535489,16.0892334,257.25,1923997,0.057445508,264,-6.75,20/07/2026-25/07/2026
153910,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.703134,26.94161729,298.5,153912,0.422460639,298.5,0,20/07/2026-25/07/2026
153911,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.7178899,26.93119435,298.5,153913,1.243354791,281.85,16.65,20/07/2026-25/07/2026
153912,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.7017211,26.93803288,298.5,153910,0.422460639,298.5,0,20/07/2026-25/07/2026
153913,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,281.85,-105.7119573,26.94104617,281.85,153910,0.876930149,298.5,-16.65,20/07/2026-25/07/2026
153917,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,292.5,-105.6847933,26.94647187,292.5,153919,1.449668802,292.5,0,20/07/2026-25/07/2026
153918,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.6753188,26.91639121,298.5,153920,1.226885043,298.5,0,20/07/2026-25/07/2026
153919,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,292.5,-105.6716421,26.95217604,292.5,153917,1.449668802,292.5,0,20/07/2026-25/07/2026
153920,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.6694336,26.92609718,298.5,154148,0.360198776,281.85,16.65,20/07/2026-25/07/2026
153921,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.663225,26.92675708,298.5,154148,0.27440342,281.85,16.65,20/07/2026-25/07/2026
153922,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,292.5,-105.6441943,26.93265396,292.5,153921,1.997348402,298.5,-6,20/07/2026-25/07/2026
153923,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,281.85,-105.6655019,26.93056235,281.85,153968,0.432170213,298.5,-16.65,20/07/2026-25/07/2026
153968,NORTE,HIDALGO DE PARRAL,CHIHUAHUA,ABASTECEDORA COMERCIAL DE PARRAL,ABASTECEDORA COMERCIAL DE PARRAL,298.5,-105.6687127,26.93319129,298.5,153923,0.432170213,281.85,16.65,20/07/2026-25/07/2026
154022,SUR,CHIAPA DE CORZO,CHIAPAS,SANDRA MARISOL DOMINGUEZ,SANDRA MARISOL DOMINGUEZ,261,-93.016957,16.7067655,261,154023,0.255268623,300,-39,20/07/2026-25/07/2026
154023,SUR,CHIAPA DE CORZO,CHIAPAS,VERONICA HERNANDEZ CASTELLANOS,VERONICA HERNANDEZ CASTELLANOS,285,-93.01600483,16.70887227,285,154022,0.255268623,262.5,22.5,20/07/2026-25/07/2026
154024,SUR,TUXTLA,CHIAPAS,NORMA PATRICIA PEREZ JIMENEZ,NORMA PATRICIA PEREZ JIMENEZ,262.5,-93.0984147,16.7918478,262.5,9925064,4.624597595,236,26.5,20/07/2026-25/07/2026
154025,SUR,TUXTLA,CHIAPAS,ANTONI GUILLEN,ANTONI GUILLEN,300,-93.1055624,16.7448974,300,154026,0.048451442,221.5,78.5,20/07/2026-25/07/2026
154026,SUR,TUXTLA,CHIAPAS,AVÍCOLA,AVÍCOLA,221.5,-93.105108,16.7448745,221.5,154025,0.048451442,300,-78.5,20/07/2026-25/07/2026
154134,CENTRO,IZTAPALAPA,CDMX,CEDA,CEDA,229.95,-99.09313352,19.3757239,229.95,1924029,0.045901811,232.95,-3,20/07/2026-25/07/2026
154135,CENTRO,IZTAPALAPA,CDMX,CEDA,CEDA,229.95,-99.09329043,19.37767067,229.95,154138,0.06219144,225,4.95,20/07/2026-25/07/2026
154136,CENTRO,IZTAPALAPA,CDMX,CEDA,CEDA,229.95,-99.0912829,19.3755606,229.95,1923281,0.005111374,228.9,1.05,20/07/2026-25/07/2026
154138,CENTRO,IZTAPALAPA,CDMX,CEDA,CEDA,225,-99.09388308,19.37768648,225,154135,0.06219144,229.95,-4.95,20/07/2026-25/07/2026
