Folio Emetrix,REGIÓN,CIUDAD,ESTADO,GRUPO,CADENA,VOLT,Longitud,Latitud,Volt (burbuja),Folio más cercano,Distancia mín (km),Volt tienda cercana,Volt vs cercana,periodo
1923524,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.90171,18.028124,330,1923520,0.668749921,329.55,0.45,20/07/2026-25/07/2026
1923525,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.955489,17.99709,292.5,1923526,0.658928562,329.55,-37.05,20/07/2026-25/07/2026
1923526,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9555602,17.9911645,330,1923525,0.658928562,329.55,0.45,20/07/2026-25/07/2026
1923527,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.93364143,17.85319069,292.5,1923528,0.306296032,292.5,0,20/07/2026-25/07/2026
1923528,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.931015,17.852034,292.5,1923527,0.306296032,292.5,0,20/07/2026-25/07/2026
1923529,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,277.5,-92.918506,17.9847893,277.5,1923540,0.367225699,329.55,-52.05,20/07/2026-25/07/2026
1923530,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.91250634,17.9761946,292.5,1923531,0.404310414,315,-22.5,20/07/2026-25/07/2026
1923531,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,315,-92.909449,17.974012,315,1923530,0.404310414,292.5,22.5,20/07/2026-25/07/2026
1923532,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.91135176,17.99694888,330,1923533,0.286051282,315,15,20/07/2026-25/07/2026
1923533,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,315,-92.90995,17.999149,315,1923532,0.286051282,329.55,-14.55,20/07/2026-25/07/2026
1923534,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9526277,17.9702539,330,1923536,0.590793215,292.5,37.5,20/07/2026-25/07/2026
1923535,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.95896383,17.97107706,292.5,1923536,0.096903961,292.5,0,20/07/2026-25/07/2026
1923536,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.9580934,17.971349,292.5,1923538,0.038466374,292.5,0,20/07/2026-25/07/2026
1923538,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-92.9582656,17.9716537,292.5,1923536,0.038466374,292.5,0,20/07/2026-25/07/2026
1923539,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9254774,17.9877626,330,1923543,0.390634386,329.55,0.45,20/07/2026-25/07/2026
1923540,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.919378,17.987986,330,1923541,0.353996253,329.55,0.45,20/07/2026-25/07/2026
1923541,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9172748,17.9904626,330,1923542,0.276874878,329.55,0.45,20/07/2026-25/07/2026
1923542,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.918015,17.992851,330,1923541,0.276874878,329.55,0.45,20/07/2026-25/07/2026
1923543,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,330,-92.9241564,17.9910433,330,1923539,0.390634386,329.55,0.45,20/07/2026-25/07/2026
1923545,SUR,VILLAHERMOSA,TABASCO,ABARROTES MONTERREY,ABARROTES MONTERREY,292.5,-93.0269359,17.9508938,292.5,1923505,1.597988644,292.5,0,20/07/2026-25/07/2026
1923546,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.197335,18.9884,238.5,1923580,3.111465913,270,-31.5,20/07/2026-25/07/2026
1923549,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.19008,19.089862,238.5,1923550,0.173556601,238.5,0,20/07/2026-25/07/2026
1923550,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.18843,19.089792,238.5,1923549,0.173556601,238.5,0,20/07/2026-25/07/2026
1923552,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.122783,19.045664,285,9925063,4.227329083,240,45,20/07/2026-25/07/2026
1923554,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.314865,19.070867,285,1923560,4.797844323,238.5,46.5,20/07/2026-25/07/2026
1923555,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.0489192,19.0419566,238.5,1923552,7.774698759,285,-46.5,20/07/2026-25/07/2026
1923558,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.2031,19.0730575,238.5,1923549,2.315938918,238.5,0,20/07/2026-25/07/2026
1923560,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2698235,19.0779152,285,1923574,1.701362841,285,0,20/07/2026-25/07/2026
1923562,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2202315,19.0382318,285,1923565,3.04819957,285,0,20/07/2026-25/07/2026
1923565,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2328985,19.0628919,285,1923577,1.826593292,285,0,20/07/2026-25/07/2026
1923574,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.25401212,19.07462639,285,1923560,1.701362841,238.5,46.5,20/07/2026-25/07/2026
1923575,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.2436552,18.9637597,238.5,1923580,2.514601482,270,-31.5,20/07/2026-25/07/2026
1923577,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2476239,19.0541668,285,1923565,1.826593292,285,0,20/07/2026-25/07/2026
1923580,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.2214806,18.9722241,285,1923575,2.514601482,238.5,46.5,20/07/2026-25/07/2026
1923581,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,285,-98.261123,19.032943,285,1923577,2.753674667,285,0,20/07/2026-25/07/2026
1923582,CENTRO,QUERETARO,QUERETARO,BASICOS,BASICOS,277.5,-100.3747094,20.5677453,277.5,1948412,0.199867359,246.45,31.05,20/07/2026-25/07/2026
1923583,CENTRO,CORTAZAR,GUANAJUATO,BASICOS,BASICOS,262.5,-100.964413,20.4839193,262.5,3893758,1.907789489,235,27.5,20/07/2026-25/07/2026
1923584,CENTRO,JARAL DE PROGRESO,GUANAJUATO,BASICOS,BASICOS,240,-101.0628554,20.37638681,240,1923884,11.82377347,225,15,20/07/2026-25/07/2026
1923585,CENTRO,IRAPUATO,GUANAJUATO,BASICOS,BASICOS,238.5,-101.356432,20.652835,238.5,6059939,3.187869791,256.2,-17.7,20/07/2026-25/07/2026
1923586,CENTRO,CELAYA,GUANAJUATO,BASICOS,BASICOS,240,-100.8078055,20.510489,240,1923587,5.452289761,262.5,-22.5,20/07/2026-25/07/2026
1923587,CENTRO,CELAYA,GUANAJUATO,BASICOS,BASICOS,262.5,-100.838,20.550548,262.5,1923586,5.452289761,247.5,15,20/07/2026-25/07/2026
1923589,NORTE,APODACA,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,307.5,-100.1928213,25.73298,307.5,1924085,3.559451167,307.5,0,20/07/2026-25/07/2026
1923592,NORTE,MONTERREY,NUEVO LEON,COMERCIAL TREVIÑO,COMERCIAL TREVIÑO,291,-100.1360197,25.7002553,291,1923418,2.086712287,307.5,-16.5,20/07/2026-25/07/2026
1923596,NORTE,GUADALUPE,NUEVO LEON,COMERCIALIZADORA JM,COMERCIALIZADORA JM,250.8,-100.2162442,25.7008652,250.8,1923589,4.272968055,307.5,-56.7,20/07/2026-25/07/2026
1923610,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO MERZA,277.35,-102.2835667,19.98129787,277.35,154681,0.030025242,223.05,54.3,20/07/2026-25/07/2026
1923612,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.286316,19.975417,277.35,1923627,0.255718174,277.35,0,20/07/2026-25/07/2026
1923614,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,307.5,-102.292167,19.991528,307.5,1923622,0.483212104,277.35,30.15,20/07/2026-25/07/2026
1923616,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.280028,19.977798,277.35,154681,0.506838694,223.05,54.3,20/07/2026-25/07/2026
1923617,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.288694,19.98491029,277.35,1923611,0.414818076,277.35,0,20/07/2026-25/07/2026
1923618,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,303,-102.3070018,19.95309926,303,1923621,0.659291115,277.35,25.65,20/07/2026-25/07/2026
1923619,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.285407,19.981971,277.35,154683,0.083699741,225,52.35,20/07/2026-25/07/2026
1923621,CENTRO,JACONA,MICHOACÁN,DUERO,DUERO,307.5,-102.3048302,19.95866597,307.5,154674,0.491339776,255,52.5,20/07/2026-25/07/2026
1923622,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,307.5,-102.2884608,19.9941269,307.5,1923614,0.483212104,277.35,30.15,20/07/2026-25/07/2026
1923623,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2625959,19.99463176,277.35,154682,0.259455123,225,52.35,20/07/2026-25/07/2026
1923624,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,253.05,-102.285151,19.98072,253.05,154683,0.105148301,225,28.05,20/07/2026-25/07/2026
1923627,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2887586,19.9755539,277.35,1923612,0.255718174,277.35,0,20/07/2026-25/07/2026
1923628,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2902,20.0069,277.35,154678,0.293387691,225,52.35,20/07/2026-25/07/2026
1923629,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.252249,19.98986,277.35,1923623,1.20436938,277.35,0,20/07/2026-25/07/2026
1923630,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,307.5,-102.3080442,19.99980047,307.5,154680,0.107556114,255,52.5,20/07/2026-25/07/2026
1923631,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.27533,20.0005449,277.35,1923613,0.88868949,277.35,0,20/07/2026-25/07/2026
1923632,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.2740627,19.98751484,277.35,1923633,0.446917979,276.9,0.45,20/07/2026-25/07/2026
1923633,CENTRO,ZAMORA,MICHOACÁN,DUERO,DUERO,277.35,-102.271818,19.990936,277.35,1923632,0.446917979,277.35,0,20/07/2026-25/07/2026
1923649,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.624628,19.256909,255,1923664,1.672798506,255,0,20/07/2026-25/07/2026
1923650,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.577404,19.157474,255,9336842,0.075176858,235,20,20/07/2026-25/07/2026
1923652,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6321841,19.3164633,234.45,1923658,2.891525297,234.45,0,20/07/2026-25/07/2026
1923653,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.601768,19.344176,234.45,1923654,0.359329006,234.45,0,20/07/2026-25/07/2026
1923654,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6050246,19.3451765,234.45,1923653,0.359329006,234.45,0,20/07/2026-25/07/2026
1923655,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,242.4,-99.59463899,19.28084053,242.4,1923663,3.044817809,234.45,7.95,20/07/2026-25/07/2026
1923657,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.6619326,19.2875638,255,6089287,0.765301938,234.5,20.5,20/07/2026-25/07/2026
1923658,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.64367655,19.29282917,234.45,1923659,0.955546857,234.45,0,20/07/2026-25/07/2026
1923659,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,234.45,-99.6526492,19.2913709,234.45,6089287,0.464906631,234.5,-0.05,20/07/2026-25/07/2026
1923660,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.64265083,19.27884756,255,1923666,0.220986553,255,0,20/07/2026-25/07/2026
1923665,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.5724255,19.2491106,255,1923664,4.184046283,255,0,20/07/2026-25/07/2026
1923666,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,255,-99.6447139,19.2792443,255,1923660,0.220986553,255,0,20/07/2026-25/07/2026
1923669,CENTRO,TOLUCA,TOLUCA,GARIS,GARIS,242.4,-99.66937929,19.27542367,242.4,1923657,1.559860822,255,-12.6,20/07/2026-25/07/2026
1923688,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0929813,25.62984298,300,1923977,0.69491499,307.5,-7.5,20/07/2026-25/07/2026
1923689,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,354,-100.1518515,25.60936402,354,1923976,1.394647277,312,42,20/07/2026-25/07/2026
1923690,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,354,-100.1277537,25.62279526,354,1923976,1.446889849,312,42,20/07/2026-25/07/2026
1923691,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,358.5,-100.174673,25.610849,358.5,1923692,0.774098684,354,4.5,20/07/2026-25/07/2026
1923692,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,354,-100.1823164,25.6118283,354,1923691,0.774098684,358.5,-4.5,20/07/2026-25/07/2026
1923693,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0872571,25.68602071,300,1923696,1.639530562,300,0,20/07/2026-25/07/2026
1923694,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,354,-100.126417,25.668555,354,1924089,0.355503977,307.5,46.5,20/07/2026-25/07/2026
1923695,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0783985,25.64909841,300,1923427,0.570804707,250.8,49.2,20/07/2026-25/07/2026
1923696,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.079275,25.67315,300,1923693,1.639530562,300,0,20/07/2026-25/07/2026
1923697,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0565445,25.64056031,300,1923695,2.387556143,300,0,20/07/2026-25/07/2026
1923698,NORTE,GUADALUPE,NUEVO LEON,MAS BODEGA,MAS BODEGA,274.8,-100.175807,25.666804,274.8,1923437,0.653043024,330,-55.2,20/07/2026-25/07/2026
1923699,NORTE,JUÁREZ,NUEVO LEON,MAS BODEGA,MAS BODEGA,300,-100.0882099,25.62228845,300,1923688,0.966684271,300,0,20/07/2026-25/07/2026
1923707,SUR,OAXACA,OAXACA,CONSUMO Z,PCZ,345,-96.7274537,17.0576729,345,154716,0.114365418,345,0,20/07/2026-25/07/2026
1923709,SUR,OAXACA,OAXACA,CONSUMO Z,PCZ,345,-96.71382239,17.05029139,345,1923713,1.029734872,345,0,20/07/2026-25/07/2026
1923712,SUR,OAXACA,OAXACA,CONSUMO Z,PCZ,345,-96.7251545,17.0640729,345,154711,0.285209797,345,0,20/07/2026-25/07/2026
1923713,SUR,OAXACA,OAXACA,CONSUMO Z,PCZ,345,-96.7131066,17.0595267,345,1923709,1.029734872,345,0,20/07/2026-25/07/2026
1923717,CENTRO,PUEBLA,PUEBLA,ABARROTES RIVERA,ABARROTES RIVERA,238.5,-98.2432501,19.0000003,238.5,1923580,3.844301583,270,-31.5,20/07/2026-25/07/2026
1923732,CENTRO,IZTAPALAPA,CDMX,CONSUMO Z,SCORPION,232.5,-99.02388039,19.34446714,232.5,1924298,0.027337022,233.55,-1.05,20/07/2026-25/07/2026
1923734,CENTRO,IZTAPALAPA,CDMX,CONSUMO Z,SCORPION,237,-99.058324,19.402036,237,3048741,1.23225173,223.2,13.8,20/07/2026-25/07/2026
1923736,CENTRO,IZTAPALAPA,CDMX,CONSUMO Z,SCORPION,226.5,-99.08120733,19.31908923,226.5,3032642,4.579689846,230,-3.5,20/07/2026-25/07/2026
1923742,CENTRO,TLALNEPANTLA,EDO MEX,CONSUMO Z,SCORPION,223.5,-99.18836347,19.54418815,223.5,153810,0.086223091,229.95,-6.45,20/07/2026-25/07/2026
1923744,CENTRO,ATIZAPAN,EDO MEX,CONSUMO Z,SCORPION,237.45,-99.2528129,19.57055329,237.45,154156,0.007606913,300,-62.55,20/07/2026-25/07/2026
1923745,CENTRO,ATIZAPAN,EDO MEX,CONSUMO Z,SCORPION,237,-99.25307108,19.57141755,237,154160,0.014511103,300,-63,20/07/2026-25/07/2026
1923748,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.214203,18.446679,285,1923749,0.441150592,285,0,20/07/2026-25/07/2026
1923749,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.21133657,18.449568,285,1923748,0.441150592,285,0,20/07/2026-25/07/2026
1923750,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.208002,18.446863,285,1923749,0.462802062,285,0,20/07/2026-25/07/2026
1923751,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.21257,18.440448,285,1923752,0.502074122,285,0,20/07/2026-25/07/2026
1923752,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.21648744,18.43788352,285,1923751,0.502074122,285,0,20/07/2026-25/07/2026
1923754,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.22780569,18.44779323,285,1923755,0.259115387,285,0,20/07/2026-25/07/2026
1923755,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.23014638,18.44850035,285,1923754,0.259115387,285,0,20/07/2026-25/07/2026
1923757,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.21403429,18.45457655,285,1923758,0.348067922,285,0,20/07/2026-25/07/2026
1923758,SUR,SAN ANDRES TUXTLA,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.21722729,18.45378611,285,1923757,0.348067922,285,0,20/07/2026-25/07/2026
1923761,SUR,CATEMACO,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.10663,18.41711,285,1923762,0.324037841,285,0,20/07/2026-25/07/2026
1923762,SUR,CATEMACO,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.10562753,18.41986456,285,1923770,0.004995233,277.5,7.5,20/07/2026-25/07/2026
1923765,SUR,CATEMACO,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.1139738,18.4292203,285,1923766,0.377222177,285,0,20/07/2026-25/07/2026
1923766,SUR,CATEMACO,VERACRUZ,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,COMERCIALIZADORA DE CERVEZAS DELOS TUXTLAS SA DE C,285,-95.11086342,18.42754669,285,1923765,0.377222177,285,0,20/07/2026-25/07/2026
1923768,SUR,CATEMACO,VERACRUZ,BUCIO MARIN RAMON (SUPER RODEO),BUCIO MARIN RAMON (SUPER RODEO),277.5,-95.11383661,18.42214722,277.5,1923769,0.499813065,277.5,0,20/07/2026-25/07/2026
1923769,SUR,CATEMACO,VERACRUZ,BUCIO MARIN RAMON (SUPER RODEO),BUCIO MARIN RAMON (SUPER RODEO),277.5,-95.1114545,18.4182618,277.5,1923768,0.499813065,277.5,0,20/07/2026-25/07/2026
1923770,SUR,CATEMACO,VERACRUZ,BUCIO MARIN RAMON (SUPER RODEO),BUCIO MARIN RAMON (SUPER RODEO),277.5,-95.10558357,18.41988125,277.5,1923762,0.004995233,285,-7.5,20/07/2026-25/07/2026
1923771,SUR,CORDOBA,VERACRUZ,DACSA DEL MERCADO,DACSA DEL MERCADO,235.5,-96.93006823,18.89610355,235.5,1923414,0.049793651,214.95,20.55,20/07/2026-25/07/2026
1923774,SUR,CORDOBA,VERACRUZ,DACSA DEL MERCADO,DACSA DEL MERCADO,235.5,-96.919873,18.886534,235.5,153884,0.743093609,235.5,0,20/07/2026-25/07/2026
1923783,SUR,COATZACOALCOS,VERACRUZ,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,331.5,-94.55241821,18.15227048,331.5,1923784,2.767911039,331.5,0,20/07/2026-25/07/2026
1923784,SUR,COATZACOALCOS,VERACRUZ,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,331.5,-94.52641876,18.14922746,331.5,1923783,2.767911039,331.5,0,20/07/2026-25/07/2026
1923787,SUR,COATZACOALCOS,VERACRUZ,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,DISTRIBUIDORA DE PERFUMERÍA Y POPULARES,331.5,-94.50314775,18.13755065,331.5,1923784,2.780709207,331.5,0,20/07/2026-25/07/2026
1923796,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,337.5,-96.87688347,19.51548511,337.5,1923797,0.66527206,337.5,0,20/07/2026-25/07/2026
1923797,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,337.5,-96.87165819,19.51888209,337.5,1923796,0.66527206,330,7.5,20/07/2026-25/07/2026
1923798,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,337.5,-96.85997431,19.51543401,337.5,1923800,0.672799429,322.5,15,20/07/2026-25/07/2026
1923799,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.85169814,19.51252062,322.5,1923800,0.476948887,322.5,0,20/07/2026-25/07/2026
1923800,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.85363738,19.51640097,322.5,1923799,0.476948887,322.5,0,20/07/2026-25/07/2026
1923801,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.92884768,19.52612516,322.5,1923802,0.36293688,322.5,0,20/07/2026-25/07/2026
1923802,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.9280024,19.52295991,322.5,1923805,0.279615729,322.5,0,20/07/2026-25/07/2026
1923803,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.92968245,19.51970599,322.5,1923802,0.402387252,322.5,0,20/07/2026-25/07/2026
1923804,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.92328215,19.52058661,322.5,1923805,0.33552913,322.5,0,20/07/2026-25/07/2026
1923805,SUR,XALAPA,VERACRUZ,ABARROTES FASTI SA DE CV,ABARROTES FASTI SA DE CV,322.5,-96.92533507,19.52290207,322.5,1923802,0.279615729,322.5,0,20/07/2026-25/07/2026
1923817,CENTRO,TEHUACAN,PUEBLA,ABARROTERA HIDALGO,ABARROTERA HIDALGO,220.05,-97.38034707,18.45790807,220.05,2564652,0.034717842,220.05,0,20/07/2026-25/07/2026
1923818,CENTRO,TEHUACAN,PUEBLA,ABARROTES LA CORONA,ABARROTES LA CORONA,232.5,-97.39039689,18.46069271,232.5,1923820,0.283145305,220.05,12.45,20/07/2026-25/07/2026
1923820,CENTRO,TEHUACAN,PUEBLA,ABARROTERA HIDALGO,ABARROTERA HIDALGO,220.05,-97.38774266,18.46107423,220.05,6017376,0.034789779,220.05,0,20/07/2026-25/07/2026
1923822,NORTE,ZAPOPAN,JALISCO,SUPER MERCADOS DE ZAPOPAN,SUPER MERCADOS DE ZAPOPAN,246,-103.3690227,20.72839954,246,1923823,0.059988556,246,0,20/07/2026-25/07/2026
1923823,NORTE,ZAPOPAN,JALISCO,SUPER MERCADOS DE ZAPOPAN,SUPER MERCADOS DE ZAPOPAN,246,-103.3694332,20.72802053,246,1924511,0.004998414,246,0,20/07/2026-25/07/2026
1923826,NORTE,ZAPOPAN,JALISCO,SUPER MERCADOS DE ZAPOPAN,SUPER MERCADOS DE ZAPOPAN,246,-103.369152,20.72996,246,1923822,0.174035491,246,0,20/07/2026-25/07/2026
1923845,CENTRO,MORELIA,MICHOACÁN,ABARROTES LA VIOLETA,ABARROTES LA VIOLETA,300,-101.171856,19.717751,300,1923399,0.058021748,225,75,20/07/2026-25/07/2026
1923851,CENTRO,CUERNAVACA,MORELOS,ABARROTERA CASA ALONSO,ABARROTERA CASA ALONSO,262.35,-99.21589097,18.92437965,262.35,1924300,1.831554257,229.05,33.3,20/07/2026-25/07/2026
1923852,CENTRO,CUERNAVACA,MORELOS,ABARROTERA CASA ALONSO,ABARROTERA CASA ALONSO,255,-99.18242223,18.91223497,255,1923370,0.941767791,229.05,25.95,20/07/2026-25/07/2026
